번호,제목,저자,출판사,출판일,Column1
83.0,Animal Welfare Act - Regulations and Standards,"Goldentyr, E.",The Association,1993.0,
84.0,Animal Welfare Issues,"Cook, M.",The Association,1993.0,
85.0,Live Animal Transport Features of Boeing Airplanes - Payload Systems - Cargo and Interiors,"Wilkins, E. C.",The Association,1993.0,
86.0,Animal Welfare - The War for Quality and Power,"Vingerling, P.",The Association,1993.0,
87.0,A global overview of law and policy concerning animal use in education,"Balcombe, J.",Elsevier,2000.0,
88.0,Philosophical debate on the nature of well-being: implications for animal welfare,"Appleby, M. C.; Sandoe, P.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2002.0,
89.0,"Environmental enrichment to improve animal welfare: goals, methods, and measures of success","Fraser, D.;Jasper, J.;Weary, D. M.",Elsevier,2000.0,
90.0,Observation of signs of ill-health in laboratory animals - the animal technician's point of view,"Hirsjarvi, P.;Liesirova, L.;Harlin, I.",Elsevier,2000.0,
91.0,"Review: Are there indigenous Saccharomyces in the digestive tract of livestock animal species? Implications for health, nutrition and productivity traits","Garcia-Mazcorro J F, Ishaq S L, Rodriguez-Herrera M V, Garcia-Hernandez, Kawas J R, Nagaraja, T G",Cambridge University Press,2020.0,
92.0,Updating maintenance energy requirement for the current sheep flocks and the associated effect of nutritional and animal factors,"Yang, C T; Wang, C M; Zhao, Y G; Chen, T B; Aubry, A; Gordon, A W; Yan, T",Cambridge University Press,2020.0,
93.0,Animal responses to environmental variation: physiological mechanisms in ecological models of performance in deer (Cervidae),"Nicholas J. C. Tyler, Pablo Gregorini, Katherine L. Parker and David G. Hazlerigg",CSIRO Pub,2020.0,
94.0,Germany guarantees animal rights,unknown,PJB PUBLICATIONS LTD,2002.0,
95.0,"Effects of feed withdrawal duration on animal behaviour, rumen microbiota and blood chemistry in feedlot cattle: implications for rumen acidosis","Rabaza A, Banchero G, Cajarville C, Zunino P, Britos A, Repetto J L, Fraga M",Cambridge University Press,2020.0,
96.0,German animal health market up 1.7% in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
97.0,South Africa animal health + 1% in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
98.0,Comparative Analysis of Combinative Farm Animal Producing Crossbreeding Cases from the Point of View of Economical Feed Utilization Based Upon Sheep Species of Milk Utilization,"Javor, A.;Lakatos, D.",unknown,1993.0,
99.0,"Genetic Evaluation of the Lacaune, Manech and Sarda Dairy Sheep with an Animal Model","Barillet, F.;Sanna, S.;Boichard, D.;Astruc, J. M.",unknown,1993.0,
100.0,Comparative Analysis of Combinative Farm Animal Producing Crossbreeding Cases from the Point of View of Economical Feed Utilization Based Upon Sheep Species of Milk Utilization,"Javor, A.;Lakatos, D.",unknown,1993.0,
1.0,"Laboratory animal, pet animal, farm animal, wild animal: which gets the best deal?","Wolfensohn, S.; Honess, P.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
2.0,"For Our Children: The Ethics of Animal Experimentation in the Age of Genetic Engineering; Welfare of Production Animals: Assessment and Management of Risks; Meat Science, 2nd Edition: An Introductory Text; Chronic Pain in Small Animal Medicine",unknown,UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2010.0,
3.0,"The concepts of ""severe suffering"" of experimental animals and ""essential needs of man and animal"" as used in cost-benefit analyses","Stafleu, F.;Vorstenbosch, J.;Tramper, R.;de Jong, M.;Eckelboom, E.;Krijger, F.",Elsevier,2000.0,
4.0,Results of the Animal Needs Index (ANI-35L) compared to animal-based parameters in free-range and organic laying hen flocks in Austria,"Zaludik, K.; Lugmair, A.; Baumung, R.; Troxler, J.; Niebuhr, K.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
5.0,Evaluating the cost of nutrient variance and risk of meeting the animal's requirements using linear and nonlinear programming techniques,"Johnson, H. A.; Fadel, J. G.; Howitt, R. E.",American Society of Animal Science,1994.0,
6.0,An analysis of animal-based versus resource-based comments in official animal welfare inspection reports from organic and conventional farms in Sweden,"Keeling, L.J.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2009.0,
7.0,Extension of the Animal Needs Index for laying hens with animal-related parametres,"Evers, J.; Lips, D.; De Tavernier, J.; Buyse, J.; Decuypere, E.","Institute of Genetics and Animal Breeding, Polish Academy of Sciences,",2005.0,
8.0,Animal-based parameters are no panacea for on-farm monotoring of animal welfare,"Bracke, M. B. M.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
9.0,"Fodder enrichment and sustaining animal well-being as methods of improving quality of animal-derived food products, in the aspect of consumer perception and acceptance","Olewnik-Miko흢ajewska,  Anna; Guzek,  Dominika; G흢훳bska,  Dominika; Sajdakowska,  Marta; Gutkowska,  Krystyna",Institute of Genetics and Animal Breeding,2016.0,
10.0,Four types of activities that affect animals: implications for animal welfare science and animal ethics philosophy,"Fraser, D.; MacRae, A.M.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2011.0,
11.0,"ANIMAL BEHAVIOR AND WELL-BEING SYMPOSIUM: The Common Swine Industry Audit: Future steps to assure positive on-farm animal welfare utilizing validated, repeatable and feasible animal-based measures",M. Pairis-Garcia; S. J. Moeller,American Society of Animal Science [etc.],2017.0,
12.0,Effects of Animal-to-Animal Exchange of Ruminal Contents on the Feed Intake and Ruminal Characteristics of Fed and Fasted Lambs.,N. A. Cole,American Society of Animal Science [etc.],1991.0,
13.0,Computer Simulation of Animal Growth and Animal-Plant Interactions in a Grazing Situation,"Brown, W. F.;Klopfenstein, T. J.;Moser, L. E.",American Society of Animal Science [etc.],1984.0,
14.0,Contribution of genetic influences to animal-to-animal variation in myoglobin content and beef lean color stability,"King, D.A.; Shackelford, S.D.; Kuehn, L.A.; Kemp, C.M.; Rodriguez, A.B.; Thallman, R.M.; Wheeler, T.L.",AMERICAN SOCIETY OF ANIMAL SCIENCE,2010.0,
15.0,Repeatability of some animal-related variables in dairy cows and buffaloes,"De Rosa, G.; Tripaldi, C.; Napolitano, F.; Saltalamacchia, F.; Grasso, F.; Bisegna, V.; Bordi, A.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2003.0,
16.0,"""The future is animal-friendly""","Nodem, J.-E.",PJB PUBLICATIONS LTD,2003.0,
17.0,"Animal-based measures for the assessment of welfare state of dairy cattle, pigs and laying hens: consensus of expert opinion","Whay, H. R.; Main, D. C. J.; Green, L. E.; Webster, A. J. F.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2003.0,
18.0,Gazing as a help requesting behavior: a comparison of dogs participating in animal-assisted interventions and pet dogs,"Cavalli, C.; Carballo, F.; Dzik, M. V.; Bentosela, M.",Springer Nature,2019.0,
19.0,An animal-based welfare assessment of group-housed calves on UK dairy farms,"Whay, H. R.; Main, D. C. J.; Green, L. E.; Webster, A. J. F.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2003.0,
20.0,Editorial: Precision livestock farming: a ?쁯er animal??approach using advanced monitoring technologies,I. Halachmi ; M. Guarino,Cambridge University Press,2016.0,
21.0,"Performance, lean meat proportion and behaviour of fattening pigs given a liquid diet at different animal/feeding-place ratios","Rasmussen, D. K.; Weber, R.; Wechsler, B.",DURRANT PERIODICALS,2006.0,
22.0,Inter-observer reliability of animal-based welfare indicators included in the Animal Welfare Indicators welfare assessment protocol for dairy goats,A. Vieira; M. Battini; E. Can; S. Mattiello; G. Stilwell,Cambridge University Press,2018.0,
23.0,Improved Feed Technologies for Expanding the Productivity Frontiers in Asia: The Importance of System Perspectives for Transforming Waning Animal-agriculture,"Devendra,  C.",Animal Nutrition Association,2015.0,
24.0,A systematic literature mapping and meta-analysis of animal-based traits as indicators of production diseases in pigs,S. Stavrakakis; F. Loisel; P. Sakkas; N. Le Floc?셡; I. Kyriazakis; G. Stewart; L. Montagne,Cambridge University Press,2019.0,
25.0,"Inter-observer agreement, diagnostic sensitivity and specificity of animal-based indicators of young lamb welfare","Phythian, C.J.; Toft, N.; Cripps, P.J.; Michalopoulou, E.; Winter, A.C.; Jones, P.H.; Grove-White, D.; Duncan, J.S.",CAMBRIDGE UNIVERSITY PRESS,2013.0,
26.0,"Resilience in farm animals: biology, management, breeding and implications for animal welfare","Colditz,  Ian G.; Hine,  Brad C.",CSIRO PUBLISHING,2016.0,
27.0,Breeding amiable animals? Improving farm animal welfare by including social effects in breeding programmes,"Rodenburg, T.B.; Bijma, P.; Ellen, E.D.; Bergsma, R.; de Vries, S.; Bolhuis, J.E.; Kemp, B.; van Arendonk, J.A.M.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2010.0,
28.0,Wildlife in Airport Environments: Preventing Animal-Aircraft Collisions Through Science-Based Management,"Atwell, N.","Elsevier Science B.V., Amsterdam",2014.0,
29.0,Consumer decion-making for animal-friendly products: synthesis and implications,"Ingenbleek, P.T.M.; Immink, V.M.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2011.0,
30.0,Road transport of farm animals: effects of journey duration on animal welfare,"Nielsen, B.L.; Dybkjaer, L.; Herskin, M.S.",CAMBRIDGE UNIVERSITY PRESS,2011.0,
31.0,"Overall welfare assessment of laying hens: Comparing science-based, environment-based and animal-based assessments","SHIMMURA, T.; BRACKE, M. B.; DE MOL, R. M.; HIRAHARA, S.; UETAKE, K.; TANAKA, T.",Blackwell Publishing Ltd.,2011.0,
32.0,Can animal-based welfare assessment be simplified? A comparison of the Welfare Quality&reg; protocol for dairy cattle and the simpler and less time-consuming protocol developed by the Danish Cattle Federation,"Andreasen, S.N.; Sandoe, P.; Forkman, B.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2014.0,
33.0,Animal-based measures on fattening heavy pigs at the slaughterhouse and the association with animal welfare at the farm level: a preliminary study,"Maisano A M, Luini M, Vitale N, S Rota Nodari, Scali F, Alborali G L, Vezzoli F",Cambridge University Press,2020.0,
34.0,Animal-free screening of biological materials for contamination by rodent viruses,"Bootz, F. O.; Wolf, F. R.",ELSEVIER SCIENCE B.V. AMSTERDAM,2007.0,
35.0,Methane emissions from beef cattle - a comparison of paddock- and animal-scale measurements,"Laubach, J.; Kelliher, F.M.; Knight, T.W.; Clark, H.; Molano, G.; Cavanagh, A.",CSIRO,2008.0,
36.0,Painful dilemmas: the ethics of animal-based pain research,"Magalhaes-Sant Ana, M.; Sandoe, P.; Olsson, I.A.S.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2009.0,
37.0,"Animal-related factors associated with piglet mortality in a bedded, group-farrowing system","Li, Y.Z.; Anderson, J.E.; Johnston, L.J.",AGRICULTURAL INSTITUTE OF CANADA,2012.0,
38.0,Therapy dogs' salivary cortisol levels vary during animal-assisted interventions,"Glenk, L.M.; Kothgassner, O.D.; Stetina, B.U.; Palme, R.; Kepplinger, B.; Baran, H.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2013.0,
39.0,"Establishment of adult right ventricle failure in ovine using a graded, animal?릗pecific pulmonary artery constriction model","Nguyen?륳ruong, Michael; Liu, Wenqiang; Boon, June; Nelson, Brad; Easley, Jeremiah; Monnet, Eric; Wang, Zhijie",John Wiley & Sons Ltd,2020.0,
40.0,The use of animal-based measures to assess the welfare of pigs and dairy cattle,unknown,UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2012.0,
41.0,"The concepts of ""severe suffering"" of experimental animals and ""essential needs of man and animal"" as used in cost-benefit analyses","Stafleu, F.;Vorstenbosch, J.;Tramper, R.;de Jong, M.;Eckelboom, E.;Krijger, F.",Elsevier,2000.0,
42.0,Can environmental variables replace some animal-based parameters in welfare assessment of dairy cows?,"Mulleder, C.; Troxler, J.; Loaha, G.; Waiblinger, S.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
43.0,Insects: a novel animal-feed protein source for the Australian market,"DiGiacomo, K.; Akit, H.; Leury, B. J.",CSIRO PUBLISHING,2019.0,
44.0,"Influence of Municipal Abattoir Conditions and Animal-related Factors on Avoidance-related Behaviour, Bleeding Times at Slaughter and the Quality of Lamb Meat","Njisane, Y.Z.; Muchenje, V.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2013.0,
45.0,From quiet-night-in to party animal: sex ratio and density affect male/female aggregations in a 'harem' polygynous insect,"Griffin, Melissa J.; Holwell, Gregory I.; Symonds, Matthew R.E.","Elsevier Science B.V., Amsterdam",2020.0,
46.0,Development of on-farm methods to assess the animal-human relationship in laying hens kept in non-cage systems,"Raubek, J.; Niebuhr, K.; Waiblinger, S.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
47.0,Preliminary assessment of finishing pig welfare using animal-based measurements,"Whay, H. R.; Leeb, C.; Main, D. C. J.; Green, L. E.; Webster, A. J. F.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
48.0,OPTIONS TO ELIMINATE ANIMAL-DERIVED COMPONENTS OF CELL CULTURE MEDIA,"Jayme, D. W.;Smith, S. R.",Kluwer Academic Publishers,1999.0,
49.0,Long-term consistency of selected animal-related welfare parameters in dairy farms,"Winckler, C.; Brinkmann, J.; Glatz, J.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
50.0,Animal-visitor interactions in the modern zoo: Conflicts and interventions,"Fernandez, E. J.; Tamborski, M. A.; Pickens, S. R.; Timberlake, W.","Elsevier Science B.V., Amsterdam.",2009.0,
51.0,Formal animal-based welfare assessment in UK certification schemes,"Main, D. C. J.; Whay, H. R.; Leeb, C.; Webster, A. J. F.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
52.0,Potential animal-centred indicators of dairy goat welfare,"Mazurek, M.; Marie, M.; Desor, D.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
53.0,Animal Production and the New Social Ethic For Animals.,"Rollin, B.",American Society of Animal Science [etc.],1994.0,
54.0,"Analysis of integrated animal-fish production system under subtropical hill agro ecosystem in India: Growth performance of animals, total biomass production and monetary benefit","Kumaresan, A.; Pathak, K. A.; Bujarbaruah, K. M.; Vinod, K.",Springer Science + Business Media,2009.0,
55.0,Food Animal Urogenital Surgery,unknown,ACVS,1997.0,
56.0,"Thinking Animals: Why Animal Studies Now?, Kari Weil","AALTOLA, E.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2014.0,
57.0,"Characterising and comparing animal-health services in the Rift Valley, Kenya: an exploratory analysis (part I)","Higham, L. E.; Ongeri, W.; Asena, K.; Thrusfield, M. V.",Springer Science + Business Media,2016.0,
58.0,The Animal-Plant Complex in Forage Palatability Phenomena,Gordon C. Marten,American Society of Animal Science [etc.],1978.0,
59.0,The effect of dog-human interaction on cortisol and behavior in registered animal-assisted activity dogs,"Ng, Z. Y.; Pierce, B. J.; Otto, C. M.; Buechner-Maxwell, V. A.; Siracusa, C.; Werre, S. R.","Elsevier Science B.V., Amsterdam.",2014.0,
60.0,Assessing the welfare of kennelled dogs?볾 review of animal-based measures,Zita Polg찼r; Emily J. Blackwell; Nicola J. Rooney,Elsevier,2019.0,
61.0,RESOURCE Laboratory animal-based collaborations and contracts beyond the border,"Stork, D.",NATURE PUBLISHING CO,2006.0,
62.0,Effect of animal?셲 experience and rodeo procedures on behaviour of bucking horses at a large commercial rodeo in Canada,"Christy Goldhawk, Temple Grandin, Ed Pajor",Elsevier,2021.0,
63.0,"Erratum to ""Bringing the issue of animal welfare to the public: A biography of Ruth Harrison (1920-2000)"" [Appl. Anim. Behav. Sci. 113 (2008) 404-410]","van de Weerd, H.; Sandilands, V.","Elsevier Science B.V., Amsterdam.",2009.0,
64.0,"Being Animal: Beasts and Boundaries in Nature and Ethics, Anna L. Peterson","MASSARO, A.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2016.0,
65.0,"Mourning Animals: Rituals and Practices Surrounding Animal Death, Margo DeMello","SABRINA, T.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2018.0,
66.0,Love Animals? Support Animal Research,"Bailey, M. R.",Nature Publishing Group,2018.0,
67.0,"Loving Animals: Toward a New Animal Advocacy, Kathy Rudy","LINZEY, C.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2015.0,
68.0,India  Low-cost animal-drawn wheeled tool carrier,"Lal, H.",unknown,1986.0,
69.0,"What is a lab animal? : Small but dedicated communities are bringing the earliest lineages of the animal kingdom into the lab. Take a look at the ctenophores, the sponges, and the placozoans.",Ellen P. Neff,Media Horizons,2018.0,
70.0,Welcome to a new volume of Lab Animal!,"Harrington, M.",Nature Publishing Group,2013.0,
71.0,Improving national animal-health policies and delivery systems,unknown,FAO; 1997,2002.0,
72.0,"Erratum to ""Progress and challenges in animal handling and slaughter in the U.S."" [Appl. Anim. Behav. Sci. 100 (2006) 129-139]","Grandin, T.","Elsevier Science B.V., Amsterdam.",2007.0,
73.0,Extrinsic regulation of domestic animal-derived myogenic satellite cells II,"Rhoads, R. P.; Fernyhough, M. E.; Liu, X.; McFarland, D. C.; Velleman, S. G.; Hausman, G. J.; Dodson, M. V.","Elsevier Science B.V., Amsterdam.",2009.0,
74.0,On-farm assessment of laying hen welfare: a comparison of one environment-based and two animal-based methods,"Mollenhorst, H.; Rodenburg, T. B.; Bokkers, E. A.; Koene, P.; de Boer, I. J.","Elsevier Science B.V., Amsterdam.",2005.0,
75.0,The use of animal-borne cameras to video-track the behaviour of domestic cats,Maren Huck; Samantha Watson,Elsevier,2019.0,
76.0,Is the avoidance distance test for the assessment of animals' responsiveness to humans influenced by either the dominant or flightiest animal in the group?,"Mazurek, M.; McGee, M.; Minchin, W.; Crowe, M. A.; Earley, B.","Elsevier Science B.V., Amsterdam.",2011.0,
77.0,New animal-based measures to assess welfare in dromedary camels,Laura MenchettiBernard FayeBarbara Padalino,Longman Group [etc.],2021.0,
78.0,"Pain and Distress in Research Animals: A Panel of Experts Debates the Issues. Lab Animal invited panelists to respond to several questions concerning pain and distress, including their definition of the terms and their opinions regarding categorization of",unknown,NATURE PUBLISHING CO,2002.0,
79.0,USING ANIMAL-ORIENTED INDICATORS AND BENCHMARKING FOR CONTINUOUSLY IMPROVING ANIMAL HEALTH AND WELFARE,"Blaha,  Thomas",Butterworths,2014.0,
80.0,Effect of breed and other animal-related factors on conception rate to artificial insemination with frozen semen in mares in Ethiopia,"Ararsa Duguma, Alemayehu Lemma, Azmeraw Hibste",Longman Group [etc.],2019.0,
81.0,Towards animal-free neurotoxicity screening: Applicability of hiPSC-derived neuronal models for in vitro seizure liability assessment,Anke M. Tukker ; Regina G. D. M. van Kleef ; Fiona M. J. Wijnolts ; Aart de Groot ; Remco H. S. Westerink,Springer Spektrum,2020.0,
82.0,OECD/USA: Animal-free testing of severe eye irritation,unknown,ELSEVIER SCIENCE B.V. AMSTERDAM,2009.0,
83.0,Effects of animal/feeding-place ratio on the behaviour and performance of fattening pigs fed via sensor-controlled liquid feeding,"Rasmussen, D. K.; Weber, R.; Wechsler, B.","Elsevier Science B.V., Amsterdam.",2006.0,
84.0,Herd- and animal-level risk factors for bovine leptospirosis in Tanga region of Tanzania,"Schoonman, L.; Swai, E. S.",Springer Science + Business Media,2010.0,
85.0,Not quite 'all things animal',unknown,Nature Publishing Group,2015.0,
86.0,Physiological and behavioral effects of animal-assisted interventions on therapy dogs in pediatric oncology settings,Amy McCullough; Molly A. Jenkins; Ashleigh Ruehrdanz; Mary Jo Gilmer; Marguerite E. O?섽aire,Elsevier,2018.0,
87.0,Towards an animal-free human health assessment: Starting from the current regulatory needs,Peter M. J. Bos ; Liesbeth Geraets ; Lianne de Wit-Bos ; Minne Heringa ; Jacqueline van Engelen,Springer Spektrum,2020.0,
88.0,Monitoring Small Animal Patients,"Muir, W. W.",ACVS,1999.0,
89.0,Visualization of Inheritance Patterns From Graphic Representation of Additive and Dominance Relationships Between Animal.s,"Huang, Y. C.;Shanks, R. D.",American Society of Animal Science [etc.],1994.0,
90.0,Behavior The Application of Animal Behavior and the Humane Care of Farm Animals.,Kilgour,unknown,1978.0,
91.0,Consumer attitudes toward biotechnology: Lessons for animal-related applications,C. M. Bruhn,American Society of Animal Science [etc.],2003.0,
92.0,Comparison of eight logger layouts for monitoring animal-level temperature and humidity during commercial feeder cattle transport,"Goldhawk, C.; Crowe, T.; Gonz찼lez, L. A.; Janzen, E.; Kastelic, J.; Pajor, E.; Schwartzkopf-Genswein, K.",AMERICAN SOCIETY OF ANIMAL SCIENCE,2014.0,
93.0,"8^t^h Symposium ""Vitamins and Additives in the Nutrition of Man and Animal"", September 26-27 2001, Jena, Germany",unknown,KOCH NEFF UND OETINGER,2002.0,
94.0,"ART for Animals: Visual Culture and Animal Advocacy, 1870??914, J. Keri Cronin","HEDERMAN, R.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2020.0,
95.0,Ruminald Undigestibel Intake Protein BValue and Postruminal Digestibility off Menhaden Fish meal Versus Two High-Bypass Animal-Protein Blends in An 88% Concentrate Finishing Diet for Feedlot Cattle,"zinn, R. A.;MOntano, M.;Shen, Y.",American Society of Animal Science [etc.],1997.0,
96.0,"Mosaic, A Journal for the Interdisciplinary Study of Literature, ?쏷he Animal??[Special Issue], Parts 1 & 2 by Dawne McCance","SIMONS, J.","[University of Illinois Press, Ferrater Mora Oxford Centre for Animal Ethics]",2012.0,
97.0,Technical note: Characterization of lipid constitution in Fourier transform infrared spectra and spectroscopic discrimination of animal-derived feedstuffs from different species,F. Gao; L. Han; Z. Yang; L. Xu; X. Liu,American Society of Animal Science [etc.],2017.0,
98.0,New insights: animal?륿orne cameras and accelerometers reveal the secret lives of cryptic species,"Hays, Graeme C.",Wiley-Blackwell,2015.0,
99.0,"The Fest Issue on Robin Thompson's contributions to statistics, genetics and animal/plant genetic improvement schemes","Hickey, John; Gorjanc, Gregor; Hill, Bill","John Wiley & Sons, Ltd",2019.0,
100.0,Monitoring Small Animal Patients,"Muir, W. W.",ACVS,1998.0,
